text,label,source,relevance
"GIC R
eNEWS
Global Reinsurance Solutions
www.gicofindia.com
JANUARY 2018
Newsletter of GIC Re
JANUARY 2018 FOR PRIVATE CIRCULATION ONLY
Reinsurance market is going through a challenging phase in its evolution. On the supply
side alternative capital is getting increasingly integrated with the traditional capital
sources and thus offering a threat as well as an opportunity to reinsurers-threat to risk
carriers who do not tweak their business models in response to higher supply of capital and
opportunity to those who integrate these cheaper capital sources in their business models.
2017 catastrophes will test the alternative capital since this is their first brush with sizable
catastrophe activity. Technicalities and fine print will kick in and it would be interesting to see
how this capacity modulates its approach. Demand side does not really offer any bailout with
nominal growth.
CMD Mrs Alice G Vaidyan lighting the lamp at the listing It can be a sign of maturity of the market when pre",REQUIRES_REVIEW,GIC_MOTOR,LOW
"www.gicofindia.com
Your Partner in Risk
JULY 2017 FOR PRIVATE CIRCULATION ONLY
HIGHLIGHTS Editorial
T
he quarter ending June 2017 saw two major cyber attacks, the first one of global
dimension and the second one more regional. The opportunity offered by cyber
insurance would fall under ""blue oceans space"" - uncontested market space,
as opposed to ""red oceans space"" where competitors fight for dominance, witnessed by
way of excess capacity and alternative capital supporting reinsurance industry and,
the traditional risk portfolios increasingly seeing erosion of margins. Among all the
emerging risks, cyber risk has consistently scaled in its importance during last few years in
various surveys conducted among management personnel and risk management
Guest of honour Mr. Dinesh Kumar Jain, IAS, Additional professionals. Cyber interruption that would go with cyber attack and risks is of real
Chief Secretary, Finance, Govt. Of Maharashtra and CMD,
concern to any manager and thus the underwrit",REQUIRES_REVIEW,GIC_MOTOR,LOW
"www.gicofindia.com
Your Partner in Risk
APRIL 2017 FOR PRIVATE CIRCULATION ONLY
HIGHLIGHTS Editorial
D
ata and information are the lifeblood of insurance and reinsurance industry. It is
an interesting dynamic that while on the one hand data and information
availability are growing to facilitate analytics, these are becoming obsolete at a
faster rate than ever before, for analytics. Technological advances are changing every
single facet of life including in the area of risk mitigation. Technological advances have
taken safety to unprecedented levels for aviation industry and these advances with some
more adaptations are making automated driving possible. Such possibilities upend utility
of all risk analytics based on old ecosystem.
CMD, Mrs Alice G Vaidyan delivering the Keynote Address at
the 10th India Rendezvous, Taj Lands End, Mumbai held on The growth of data availability together with data-storage and data processing
19th January 2017. Seated are Mr. Sivam Subramaniam, capabilitie",REQUIRES_REVIEW,GIC_MOTOR,LOW
"www.gicofindia.in
Your Partner in Risk
JANUARY 2017 FOR PRIVATE CIRCULATION ONLY
HIGHLIGHTS Editor’s Thoughts...
T
he year 2016 that went by was possibly a defining year from econo-political
perspective. One however needs some distance and detachment to be able to
assess the events. Ramachandra Guha, an Indian historian and writer, says that
history can be written only after at least 30 years have gone by since the event. Such a gap
is required to digest the impact of events and put events into perspective with the
required objectivity of a historian.
Heartburn from stagnant middle class income in developed economies is turning into
social discontent. 2015 was the best year from economic perspective in decades for
middle-class Americans with income rising by 5.2%. But probably it was not enough to
Mrs. Alice G Vaidyan, CMD, GIC Re, presented the dividend compensate for the deterioration caused during global financial crisis and to assuage the
cheque for ` 860.00 crores for the fiscal 2",COMPLIANT,GIC_MOTOR,HIGH
"1. Why did you choose to work in this industry initially?
I graduated in a pre-liberalization India where Government was the biggest employer. Insurance sector with
its critical societal role drew me towards it andbeing ableto travel internationally,haveexposure to virtually
every other industry via insurance and work with highly professional colleagues has kept me here. The
dynamic & challenging reinsurance environment keeps you striving for more.
2. What has been the highlight of your career so far?
A career of over 30 years has brought many opportunities and resultant highlights for me.Becoming the first
woman Chairman cum Managing Director in the public sector insurance industry in India definitely ranks the
first. Taking over the reins in a challenging reinsurance market globally and entry of foreign reinsurers
domestically has made my journey even more exciting & fascinating. Leading GIC Re through its
transformation into a Top 10 Reinsurer and to position it in today’s market gi",REQUIRES_REVIEW,GIC_MOTOR,LOW
"3
DAY
Wednesday • 15 June 2016
Published by: Sponsor: Media Partner:
Dear regulator:
Let reinsurance serve its function
S
ubjecting reinsur-
ance to regulatory
protectionism de-
feats a fundamental
purpose of reinsurance
which is to diversify risks
globally, said panellists
on the global reinsurance
Mr Brad Kading
panel chaired by Mr Brad
Kading, President, Association of Bermuda
Insurers and Reinsurers.
“Regulations which
seek to retain reinsurance
premiums onshore really
fly in the face of the whole
concept of reinsurance,”
said Mr Malcolm Stein- about competitive pricing that ultimately talking about protectionism or mandatory
gold, CEO, Aon Benfield, benefits the local insurance market, he cessions. But even in developed markets,
Asia Pacific. But a distinc- added. there are barriers, albeit invisible, she said,
tion must be made for M Sr tM eina glc oo ll dm Citing the examples citing letter of credit, premium deposit
regulations seeking to of floods in Thailand and reserve and ta",REQUIRES_REVIEW,GIC_MOTOR,LOW
"INSIDE BRIEFINGS
Symbiotic
relationship
Insider Quarterly speaks to Alice G Vaidyan, GIC
Re’s chairman-cum-managing director, about
the company’s international expansion plans
Picture: Malayala Manorama Daily
O
Insider Quarterly (IQ): placed to capitalise on this as the in life reinsurance as well. Our
How is the General domestic market opens up and liability class of business grew 30
Insurance Corporation of grows further! percent during 2015-16.
India (GIC Re) preparing for The entry of foreign reinsurers Currently our business split
the opening up of the Indian will in fact benefit the Indian between domestic and overseas is
domestic reinsurance market to market in terms of capacity, newer 55/45 and we want to bring it to
international players? products, price realignment and par.
talent/skills infusion – it’s a sort The slowdown in the emerging
Alice G Vaidyan: The Indian of symbiotic relationship. There is markets is also an opportunity
domestic insurance market has ample space fo",REQUIRES_REVIEW,GIC_MOTOR,LOW
"^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm { 1d ^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
1
होने
संदु रेसन
सप�ीक
हीरे
जीवन",REQUIRES_REVIEW,GIC_MOTOR,LOW
"(cid:1)बड सं(cid:64)या/Bid Number: GEM/2025/B/6621143
(cid:65)दनांक /Dated: 01-09-2025
(cid:1)(cid:1)बबडड दद(cid:38)(cid:38)ततााववेज़ेज़ / Bid Document
(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण//Bid Details
(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid End Date/Time 15-09-2025 12:00:00
(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid Opening
15-09-2025 12:30:00
Date/Time
(cid:1)(cid:1)बबडड पपेशेशककशश ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख ससे)े)/Bid Offer
180 (Days)
Validity (From End Date)
ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम/Ministry/State Name Ministry Of Finance
(cid:1)(cid:1)ववभभाागग ककाा ननाामम/Department Name Department Of Financial Services
ससंगंगठठनन ककाा ननाामम/Organisation Name General Insurance Corporation Of India (gic)
ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम/Office Name Mumbai
AMC / CMC of Fire Detection, Fire Alarm, Fire Hydra",COMPLIANT,GIC_MOTOR,HIGH
"(cid:1)बड सं(cid:64)या/Bid Number: GEM/2025/B/6593791
(cid:65)दनांक /Dated: 22-08-2025
(cid:1)(cid:1)बबडड दद(cid:38)(cid:38)ततााववेज़ेज़ / Bid Document
(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण//Bid Details
(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid End Date/Time 06-09-2025 18:00:00
(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid Opening
06-09-2025 18:30:00
Date/Time
(cid:1)(cid:1)बबडड पपेशेशककशश ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख ससे)े)/Bid Offer
180 (Days)
Validity (From End Date)
ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम/Ministry/State Name Ministry Of Finance
(cid:1)(cid:1)ववभभाागग ककाा ननाामम/Department Name Department Of Financial Services
ससंगंगठठनन ककाा ननाामम/Organisation Name General Insurance Corporation Of India (gic)
ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम/Office Name Mumbai
Asset Management Services - Due diligence and revie",COMPLIANT,GIC_MOTOR,HIGH
"(cid:1)बड सं(cid:64)या/Bid Number: GEM/2025/B/6590838
(cid:65)दनांक /Dated: 22-08-2025
(cid:1)(cid:1)बबडड दद(cid:38)(cid:38)ततााववेज़ेज़ / Bid Document
(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण//Bid Details
(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid End Date/Time 12-09-2025 15:00:00
(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid Opening
12-09-2025 15:30:00
Date/Time
(cid:1)(cid:1)बबडड पपेशेशककशश ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख ससे)े)/Bid Offer
180 (Days)
Validity (From End Date)
ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम/Ministry/State Name Ministry Of Finance
(cid:1)(cid:1)ववभभाागग ककाा ननाामम/Department Name Department Of Financial Services
ससंगंगठठनन ककाा ननाामम/Organisation Name General Insurance Corporation Of India (gic)
ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम/Office Name Mumbai
वव(cid:38)(cid:38)ततु ु (cid:39)(cid:39)णेणे ीी /It",REQUIRES_REVIEW,GIC_MOTOR,LOW
"(cid:1)बड सं(cid:64)या/Bid Number: GEM/2025/B/6574458
(cid:65)दनांक /Dated: 14-08-2025
(cid:1)(cid:1)बबडड दद(cid:38)(cid:38)ततााववेज़ेज़ / Bid Document
(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण//Bid Details
(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid End Date/Time 25-08-2025 18:00:00
(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid Opening
25-08-2025 18:30:00
Date/Time
(cid:1)(cid:1)बबडड पपेशेशककशश ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख ससे)े)/Bid Offer
60 (Days)
Validity (From End Date)
ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम/Ministry/State Name Ministry Of Finance
(cid:1)(cid:1)ववभभाागग ककाा ननाामम/Department Name Department Of Financial Services
ससंगंगठठनन ककाा ननाामम/Organisation Name General Insurance Corporation Of India (gic)
ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम/Office Name Mumbai
Event or Seminar or Workshop or Exhibition or Expo
M",COMPLIANT,GIC_MOTOR,HIGH
"(cid:1)बड सं(cid:64)या/Bid Number: GEM/2025/B/6572129
(cid:65)दनांक /Dated: 14-08-2025
(cid:1)(cid:1)बबडड दद(cid:38)(cid:38)ततााववेज़ेज़ / Bid Document
(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण//Bid Details
(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid End Date/Time 25-08-2025 13:00:00
(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid Opening
25-08-2025 13:30:00
Date/Time
(cid:1)(cid:1)बबडड पपेशेशककशश ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख ससे)े)/Bid Offer
60 (Days)
Validity (From End Date)
ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम/Ministry/State Name Ministry Of Finance
(cid:1)(cid:1)ववभभाागग ककाा ननाामम/Department Name Department Of Financial Services
ससंगंगठठनन ककाा ननाामम/Organisation Name General Insurance Corporation Of India (gic)
ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम/Office Name Mumbai
Event or Seminar or Workshop or Exhibition or Expo
M",COMPLIANT,GIC_MOTOR,HIGH
"(cid:1)बड सं(cid:64)या/Bid Number: GEM/2025/B/6536994
(cid:65)दनांक /Dated: 11-08-2025
(cid:1)(cid:1)बबडड दद(cid:38)(cid:38)ततााववेज़ेज़ / Bid Document
(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण//Bid Details
(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid End Date/Time 21-08-2025 16:00:00
(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid Opening
21-08-2025 16:30:00
Date/Time
(cid:1)(cid:1)बबडड पपेशेशककशश ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख ससे)े)/Bid Offer
90 (Days)
Validity (From End Date)
ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम/Ministry/State Name Ministry Of Finance
(cid:1)(cid:1)ववभभाागग ककाा ननाामम/Department Name Department Of Financial Services
ससंगंगठठनन ककाा ननाामम/Organisation Name General Insurance Corporation Of India (gic)
ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम/Office Name Mumbai
Event or Seminar or Workshop or Exhibition or Expo
M",COMPLIANT,GIC_MOTOR,HIGH
"General Insurance Corporation of India
Ref:- GIC-HO/HR/Medical_Ref/426/2025-26 31st July 2025
Appointment of Chief Medical Referee on Contract Basis
General Insurance Corporation of India (GIC Re), the ‘Indian Reinsurer’ with a global
footprint, invites applications from eligible Indian citizens for appointment to the post of Chief
Medical Referee on contract basis for the Life Reinsurance Department. Interested candidates
meeting the eligibility criteria may apply as per the procedure mentioned below.
Start Date of receiving application 31st July 2025
Last Date of receiving application 17th August 2025
Details of Post:
No. of
Post Age Limit Contract Period Location
Vacancies
5 years (extendable
Chief Medical Below 60
1 based on performance Mumbai
Referee years
and mutual consent)
Eligibility Criteria (as on 01.07.2025):
Nationality/Citizenship:
Candidates must be either (a) a citizen of India, or (b) a subject of Nepal, or (c) a subject
of Bhutan, or (d) a Tibetan refugee (who came ov",REQUIRES_REVIEW,GIC_MOTOR,LOW
"General Insurance Corporation of India
20-June-2025
Notice
Gem Bid no.: GEM/2025/B/6050899
Result of Tender
Date of Publication of
S. No Particulars of Tender Tender Awarded to
Tender
Procurement and Implementation of PIT and
PROCS Technology
1 SDD Solution with support 13th March 2025
Private Limited
(GEM/2025/B/6050899)
Alfreda D’Souza
AGM-ITMG
Information Technology Management Group",REQUIRES_REVIEW,GIC_MOTOR,LOW
"(cid:1)बड सं(cid:64)या/Bid Number: GEM/2025/B/6325429
(cid:65)दनांक /Dated: 18-06-2025
(cid:1)(cid:1)बबडड दद(cid:38)(cid:38)ततााववेज़ेज़ / Bid Document
(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण//Bid Details
(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid End Date/Time 02-07-2025 13:00:00
(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid Opening
02-07-2025 13:30:00
Date/Time
(cid:1)(cid:1)बबडड पपेशेशककशश ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख ससे)े)/Bid Offer
180 (Days)
Validity (From End Date)
ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम/Ministry/State Name Ministry Of Finance
(cid:1)(cid:1)ववभभाागग ककाा ननाामम/Department Name Department Of Financial Services
ससंगंगठठनन ककाा ननाामम/Organisation Name General Insurance Corporation Of India (gic)
ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम/Office Name Mumbai
AMC / CMC of Fire Detection, Fire Alarm, Fire Hydra",COMPLIANT,GIC_MOTOR,HIGH
"(cid:1)बड सं(cid:64)या/Bid Number: GEM/2025/B/6323437
(cid:65)दनांक /Dated: 09-06-2025
(cid:1)(cid:1)बबडड दद(cid:40)(cid:40)ततााववेज़ेज़ / Bid Document
(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण//Bid Details
(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid End Date/Time 23-06-2025 15:00:00
(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख//ससममयय /Bid Opening
23-06-2025 15:30:00
Date/Time
(cid:1)(cid:1)बबडड पपेशेशककशश ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:16)(cid:16) तताारर(cid:19)(cid:19)खख ससे)े)/Bid Offer
180 (Days)
Validity (From End Date)
ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम/Ministry/State Name Ministry Of Finance
(cid:1)(cid:1)ववभभाागग ककाा ननाामम/Department Name Department Of Financial Services
ससंगंगठठनन ककाा ननाामम/Organisation Name General Insurance Corporation Of India (gic)
ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम/Office Name Mumbai
(cid:38)(cid:38)ेेतताा ईईममेलेल//Buyer Email buycon",COMPLIANT,GIC_MOTOR,HIGH
"Bid Number/ :
बोली (cid:38)मांक ((cid:1)बड सं(cid:60)या)
GEM/2025/B/5887078
Dated/
(cid:61)दनांक : 30-01-2025
Bid Document/ (cid:1)(cid:1)बबडड दद(cid:57)(cid:57)ततााववेज़ेज़
Bid Details/(cid:1)(cid:1)बबडड (cid:1)(cid:1)ववववररणण
Bid End Date/Time/(cid:1)(cid:1)बबडड बबंदंद हहोोनने े कक(cid:15)(cid:15) तताारर(cid:18)(cid:18)खख//ससममयय 13-02-2025 18:00:00
Bid Opening Date/Time/(cid:1)(cid:1)बबडड खखुलुलनने े कक(cid:15)(cid:15)
13-02-2025 18:30:00
तताारर(cid:18)(cid:18)खख//ससममयय
Bid Offer Validity (From End Date)/(cid:1)(cid:1)बबडड पपेशेशककशश
180 (Days)
ववैधैधतताा ((बबंदंद हहोोनने े कक(cid:15)(cid:15) तताारर(cid:18)(cid:18)खख ससे)े)
Ministry/State Name/ममं(cid:32)ं(cid:32)ााललयय//रराा(cid:33)(cid:33)यय ककाा ननाामम Ministry Of Finance
Department Name/(cid:1)(cid:1)ववभभाागग ककाा ननाामम Department Of Financial Services
Organisation Name/ससंगंगठठनन ककाा ननाामम General Insurance Corporation Of India (gic)
Office Name/ककााययााल(cid:37)ल(cid:37) यय ककाा ननाामम Mumbai
(cid:38)(cid:38)ेेतताा ईईममेलेल/",REQUIRES_REVIEW,GIC_MOTOR,LOW
"Advertisement No. GIC-HO/HR/APPOINT_CISO/110/2025-26
Appointment of Chief Information Security Officer (CISO) on Contract Basis
General Insurance Corporation of India (GIC Re), the Indian Reinsurer with global footprint, invites applications from eligible Indian citizens for the appointment of Chief
Information Security Officer (CISO) on Contract basis. Candidates fulfilling required eligibility criteria may apply as per procedure specified in “How to Apply” Section in
this document.
Start Date of receiving of Application: 14.05.2025
Last Date of receiving of Application: 28.05.2025
1. Details of POSTS / VACANCY/ AGE/ CONTRACT PERIOD/SELECTION PROCESS/ PLACE OF POSTING/ ANNUAL CTC:-
Vacancy Age
Place of
Post Contract Period Annual CTC
Posting
Total (as on 01.05.2025)
2 years initially Salary will not
Chief Information Minimum 40 years to and can be be constraint for
1 - Unreserved Mumbai
Security Officer (CISO) Maximum 55 years extended based deserving
on performance candidate
• Before",COMPLIANT,GIC_MOTOR,HIGH
"GIC-HO/PROPF/EOI_NMF_25-26/6/2025-26
5th May 2025
ADDENDUM
INVITATION FOR EXPRESSION OF INTEREST FROM QUOTING
REINSURERS AND/OR FOLLOW REINSURERS
GIC RE's NON-MARINE FOREIGN RETROCESSION
PROGRAMME 2025-26
Further to the EOI dated 29th April 2025, put up on General Insurance Corporation of India’s
(GIC Re’s) website inviting reinsurer to participate on its Non-Marine Foreign XOL
programme incepting on 01.06.2025, date of submission under point number 9 has been
revised as 6th May 2025, 12:00 midnight (IST).
Also, point no. 3.c. is revised as “Exclusive mandate letter / Broker on Record' letter, if
participating through intermediary as stated in point 2”.
All other terms and conditions remain the same.
S/d-
S.K. Rath
General Manager",REQUIRES_REVIEW,GIC_MOTOR,LOW
"April 30, 2025
NOTICE
INVITATION FOR EXPRESSION OF INTEREST FROM QUOTING REINSURERS
AND/OR FOLLOW REINSURERS FOR GIC RE's NON-MARINE COMBINED DOMESTIC
& FOREIGN RETROCESSION PROGRAMME 2025-26
General Insurance Corporation of India (GIC Re) proposes to buy retrocession cover for its non-marine
domestic and foreign combined portfolio on excess of loss multiyear basis. This programme incepts on
1st June 2025.
Expression of Interest (EOI) is invited from Reinsurers either directly or through an Indian
Intermediary for quoting and follow market on the above GIC Re’s Non-Marine Combined Domestic
& Foreign Retrocession Programme.
The reinsurer desirous of submitting Expression of Interest as above must satisfy the following criteria:
1. The Reinsurer should be domiciled in a country which has Double Taxation Avoidance
Agreement with India.
2. The Reinsurer can choose to quote / participate either on direct basis or through an Indian
intermediary. The Reinsurer evincing interest via an interme",REQUIRES_REVIEW,GIC_MOTOR,LOW
"GIC-HO/PROPF/EOI_NMF_25-26/2/2025-26
29th April 2025
NOTICE
INVITATION FOR EXPRESSION OF INTEREST FROM QUOTING
REINSURERS AND/OR FOLLOW REINSURERS
GIC RE's NON-MARINE FOREIGN RETROCESSION PROGRAMME 2025-26
General Insurance Corporation of India (GIC Re) proposes to buy retrocession cover for its Non-Marine Foreign portfolio
on excess of loss basis. This programme incepts on 1st June 2025.
Expression of Interest (EOI) is invited from Reinsurers either directly or through an Indian intermediary for quoting and
follow market on non-marine foreign retrocession programme.
The reinsurer desirous of submitting Expression of Interest as above must satisfy the following criteria:
1. Reinsurer should be domiciled in a country which has Double Taxation Avoidance Agreement with India.
2. Reinsurer can choose to quote / participate either on direct basis or through an Indian intermediary. The Reinsurer
evincing interest via an intermediary would be required to indicate mandate of Exclusive Broker o",REQUIRES_REVIEW,GIC_MOTOR,LOW
"GIC-HO/MAR/GIC_MAREOI25-26/2/2025-26 29th April 2025
ADDENDUM
TO
INVITATION FOR EXPRESSION OF INTEREST FROM QUOTING AND/OR FOLLOW
REINSURERS EITHER DIRECTLY OR THROUGH AN INDIAN INTERMEDIARY
FOR GIC Re’s COMBINED MARINE & ENERGY XL PROTECTION PROGRAMME 2025-26
(01.06.2025 to 31.05.2026)
The criterion no. 3(c) is hereby amended to read: The reinsurer evincing interest through a
broker would be required to submit the Exclusive Broker on Record (BOR) Letter to only ONE
Indian Broker on the letterhead and as per the attached format.
All other terms and conditions remain unchanged as per original notice.
S.K. Rath
General Manager
EXCLUSIVE BROKER ON RECORD LETTER
<On Reinsurer’s Letter Head>
Date: _ _ / _ _ / _ _ _ _
To,
The Assistant General Manager,
Marine & Energy Underwriting,
General Insurance Corporation of India (GIC Re),
Mumbai, Maharashtra – 400020, India.
Re: Exclusive Broker on Record Letter for Expression of Interest published on
your website dated 28.04.2025 relating to GIC Re’",REQUIRES_REVIEW,GIC_MOTOR,LOW
"April 29, 2025
NOTICE
INVITATION FOR EXPRESSION OF INTEREST FROM QUOTING REINSURERS
AND/OR INTERESTED REINSURERS FOR GIC RE's NON-MARINE DOMESTIC
RETROCESSION PROGRAMME 2025-26
General Insurance Corporation of India (GIC Re) proposes to buy retrocession cover for its non-marine
domestic portfolio on excess of loss basis. This programme incepts on 1st June 2025.
Expression of Interest (EOI) is invited from Reinsurers either directly or through an Indian
Intermediary for quoting and follow market on the above GIC Re’s Non-Marine Domestic
Retrocession Programme.
The reinsurer desirous of submitting Expression of Interest as above must satisfy the following criteria:
1. The Reinsurer should be domiciled in a country which has Double Taxation Avoidance
Agreement with India.
2. The Reinsurer can choose to quote / participate either on direct basis or through an Indian
intermediary. The Reinsurer evincing interest via an intermediary would be required to indicate
mandate of Exclusive Broker o",REQUIRES_REVIEW,GIC_MOTOR,LOW
"GIC-HO/MAR/GIC_MAREOI25-26/2/2025-26 25th April 2025
NOTICE
INVITATION FOR EXPRESSION OF INTEREST FROM QUOTING AND/OR FOLLOW
REINSURERS EITHER DIRECTLY OR THROUGH AN INDIAN INTERMEDIARY
FOR GIC Re’s COMBINED MARINE & ENERGY XL PROTECTION PROGRAMME 2025-26
(01.06.2025 to 31.05.2026)
Expression of Interest (EOI) is invited from Reinsurers either directly or through an Indian
intermediary for quoting and follow market for the GIC Re’s Marine & Energy Combined Excess
of Loss Reinsurance Protection Programme, protecting Domestic Marine Hull & Cargo and
Domestic & Foreign upstream and midstream Energy business which comes up for renewal on
1st June 2025.
The Reinsurer desirous of submitting Expression of Interest as above must fulfil the following
criteria:
1. The Reinsurer/s must have a rating of at least ‘A’ from Standard & Poor or AM Best.
2. Reinsurers can choose to participate either on direct basis or through an Indian broker.
3. The reinsurer should provide below details:
a. Filing Re",REQUIRES_REVIEW,GIC_MOTOR,LOW
"~~
GICRe
Ref: GIC-HO/HR/Recruit_S cale 1/ 62/2025-26 26-Apr-2025
NOTICE
DECLARATION OF RESULTS OF GD & INTERVIEW
Recruitment of Assistant Mana2ers (Scale I) 2024-25
Placed below are the Roll Numbers and names of the candidates who have been provisionally
selected for Pre-employment Medical Examination, following the group discussions and interviews
held from 07-Apr-2025 to 18-Apr-2025 for recruitment of Assistant Manager (Scale I).
Intimation about the pre-employment medical examination and other details will be sent to the
individual candidates through email in due course.
The final selection/appointment would be subject to satisfactory medical report and subject to
verification of caste/community certificate (in case of Reserved Candidates).
Please note that provisionally selected candidates are required to report for medical examination on
12-May-2025, followed by Induction Training starting from 13-May-2025 to 24-May-2025 for
which detailed intimation will be sent to the selected c",REQUIRES_REVIEW,GIC_MOTOR,LOW
"Pre bid Query Response - GEM/2025/B/6082381 - Suite on HANA (SoH) to S4HANA Conversion
S No. Document Page # Section/Clause Track Query description GIC Re Response
GeM Bidding 1 Bid End Date/Time: 23-04- Bid Details Considering the huge scope and the multiple tracks involved, we request GIC Re to please Bid stands extended. Please check GeM portal
1
Document 2025 13:00:00 extend the bid submission by 2 weeks to 7th May 2025. for updates.
PRE- 1 # 6 Blacklisting PRE- We request GIC Re to please amend the clause as below: Wording has been changed to ""The Bidder must
QUALIFICATION The Bidder must not have been QUALIFICATI not have been blacklisted by any Govt/Private
2 CRITERIA blacklisted by any Govt/Private ON CRITERIA""The Bidder must not have been blacklisted by any Govt/Private entity in India or outside entity in India or outside India as on date.""
entity in India or outside India. India in the last 3 years, as on date of submission of the bid.""
NON- 1 NON-DISCLOSURE NON- We request ",REQUIRES_REVIEW,GIC_MOTOR,LOW
