text,label,source,relevance
"Others can live when we जब हम दान करने के लिए सहमत
agree to give. Take a simple होते हैं तो हम दूसरोों को जीवन
step, donate your organs.
प्रदान कर सकते हैं। एक सरि
#OrganDonation
कदम उठाएों , अपने अोंगोों का दान
#SwasthaBharat
करें। #OrganDonation
#AzadiKaAmritMahotsav
#SwasthaBharat
#AzadiKaAmritMahotsav
There is no bar of age sex and
आप लकसी भी उम्र, लिोंग व वगग के हो, आप
color of organs donation. Come
अोंगदान कर सकते है। आगे आएों और अोंगदान
forward and take part in saving
कर कई लजोंदलगयााँ को बचाने में लहस्सा िें। आज ही
numerous lives by organ
अोंगदान का सोंकल्प िें।
donation
#OrganDonation #OrganDonation
#SwasthaBharat #SwasthaBharat
#AzadiKaAmritMahotsav #AzadiKaAmritMahotsav
If you believe in life after death,
अोंगदान लकसी जरूरतमोंद के लिए
register your wish at
वरदान सालबत हो सकता है। आज
notto.gov.in/Admin/Login.as……
https:// px ही अोंगदान का सोंकल्प िें।
pledge to be an organ donor.
#OrganDonation
#OrganDonation
#SwasthaBharat
#SwasthaBharat
#AzadiKaAmritMahotsav
#AzadiKaAmritMa",REQUIRES_REVIEW,MoRTH,LOW
"List of Amrit Sarovars by MoRTH (Road Wing)
Sr. No. State District Taluka Village Sarovar ID Name Of Sarovar
1 MADHYA PRADESH Rewa Semaria Tikuri 80344 Tikuri Sarovar
2 MADHYA PRADESH Rewa Huzur Umariha 80491 Itarua Sarovar
3 MADHYA PRADESH Satna Nagod Gangwariya 80584 Gangwariya Sarovar
4 MADHYA PRADESH Raisen Goharganj 80605 Khilli kheda Sarovar
5 MADHYA PRADESH Rewa Hanumana Dharampura 80606 Kudiya Sarovar
6 MADHYA PRADESH Raisen Goharganj Goharganj 80639 Goharganj Sarovar
7 MADHYA PRADESH Raisen Goharganj Goharganj 80631 Amoda Sarovar
8 MADHYA PRADESH Satna Raghurajnagar Chanpurwa 80652 Salaiya Sarovar
9 MADHYA PRADESH Raisen Begamganj Dhwaj 98341 Dhwaj Sarovar
10 MADHYA PRADESH Chhatarpur Rajnagar Tikuri 98317 Tikuri sarovar
11 MADHYA PRADESH Sagar Sagar Jerai 98369 Jerai Sarovar
12 MADHYA PRADESH Katni Murwara Chaka 98421 Chaka Sarovar
13 MADHYA PRADESH Rewa Raipur - Karchuliyan Naudhiya 98521 Naudhiya Sarowar
14 MADHYA PRADESH Satna Nagod Dureha 98499 Dureha Sarover
15 MADHYA PR",REQUIRES_REVIEW,MoRTH,LOW
"Others can live when we जब हम दान करने के लिए सहमत
agree to give. Take a simple होते हैं तो हम दूसरोों को जीवन
step, donate your organs.
प्रदान कर सकते हैं। एक सरि
#OrganDonation
कदम उठाएों , अपने अोंगोों का दान
#SwasthaBharat
करें। #OrganDonation
#AzadiKaAmritMahotsav
#SwasthaBharat
#AzadiKaAmritMahotsav
There is no bar of age sex and
आप लकसी भी उम्र, लिोंग व वगग के हो, आप
color of organs donation. Come
अोंगदान कर सकते है। आगे आएों और अोंगदान
forward and take part in saving
कर कई लजोंदलगयााँ को बचाने में लहस्सा िें। आज ही
numerous lives by organ
अोंगदान का सोंकल्प िें।
donation
#OrganDonation #OrganDonation
#SwasthaBharat #SwasthaBharat
#AzadiKaAmritMahotsav #AzadiKaAmritMahotsav
If you believe in life after death,
अोंगदान लकसी जरूरतमोंद के लिए
register your wish at
वरदान सालबत हो सकता है। आज
notto.gov.in/Admin/Login.as……
https:// px ही अोंगदान का सोंकल्प िें।
pledge to be an organ donor.
#OrganDonation
#OrganDonation
#SwasthaBharat
#SwasthaBharat
#AzadiKaAmritMahotsav
#AzadiKaAmritMa",REQUIRES_REVIEW,MoRTH,LOW
"•
•
tr.
""tRf. CRT.~. ~(sFHI$C diUlch1l SIICHluftCfl{UI ~
""
~Jtcrc;iPI 3ffi~ .:;) P~I
CftI .,..;:>lmlo.r'l~~j cfilB- ¥OJ311cl~
.m. ~m-,
$<>ICfs:I~Cf'H ~c):;(1CT1, 6,~.~ . ChICFq<>lCf'H, ~~-110 003.
cli1<t1I$l CiIUlqi'll gCAIUlq.,. t
.,:)
l
~ SOlJOtIfU1 (1fcf;<:rr ~ 6"" fcf;
3iR"" Ji ill
~ qf\ct$crt 'l1\ilJtI,"" 'I1(it'Q, Rtt'(4)
URL: https:llmorth.nic.in
(~ ~ 3tR mttr 3WTI ~)
L
~ chFttl$C: [
~""<ttl$C: ClIUlqril .,....IUnCfi«UI:d!\ilcr1i, ClIUlqril<t=tR - 1
~ ~
~ 3fTCA~3Il ~ q'«T Cfi«ftt *
""
~n
~ ~""<ttl$C:a:rT""'ln,tHCfii'l ~""<ttI$C:~rr 2.0
~ 3fTCA~3Il q;r 311, qIi'I01 Cfi«fi t
~ ~iSFfjI$C ct~ ""JfOTCffiT*r3ffiCfiT3ft~ CfRC'IT 6""
m~ .:> .:>
f.1t:R"" ct.mfIar 6""I
IT1I)lCH""TTTQ1TlT.f1C'fi="",{""TTTQI 31r=T""j q""""""'l~....,.01
~ SOIJOtIOlq3j cfi'r ~ 14thJune, 2024 ** (1'Cfi 6""
31CT1JOt)C\CTI ~ : CQWI 280
..:I
~ ~ cfi'r ~: 15thJune, 2021
t
t
(ftfaq; ~~ ) -
L
vcr
~., CfiI~Cfilfl ~ ~~1If.!ICfi ''vq;""' [
* ~-1tr~~4~~
•• ~ m~ ~
-c;ooum ~ ~ '"" ~.
""
•",REQUIRES_REVIEW,MoRTH,LOW
"Committees of General Insurance Corporation of India as on 7th August 2025
Board Corporate Social Responsibility Committee
1. Shri N. Ramaswamy, Chairman & Managing Director 1. Shri N. Ramaswamy, Chairperson
2. Shri Manoj Ayyappan, Government Nominee Director 2. Ms. Vinita Kumari
3. Shri Tapan Mondal, Government Nominee Director 3. Shri Hitesh Joshi
4. Ms. Vinita Kumari, Independent Director 4. Ms. Jayashri Balkrishna
5. Shri Ashwani Kumar, Independent Director
6. Shri Hitesh Joshi, Executive Director
Nomination and Remuneration Committee
7. Ms. Jayashri Balkrishna, Executive Director
1. Ms. Vinita Kumari, Chairperson
Audit Committee 2. Shri Manoj Ayyappan
3. Shri Ashwani Kumar
1. Shri Ashwani Kumar, Chairperson
2. Ms. Vinita Kumari
Stakeholders’ Relationship Committee
3. Shri Hitesh Joshi
1. Ms. Vinita Kumari, Chairperson
Investment Committee
2. Shri N. Ramaswamy
3. Shri Tapan Mondal
1. Shri N. Ramaswamy, Chairperson
4. Shri Hitesh Joshi
2. Ms. Vinita Kumari
3. Shri Ashwani Kumar
Ethi",REQUIRES_REVIEW,GIC_MOTOR,LOW
"Index
Summary
Branch Manager’s Responsibility Statement
Auditor’s Report
A. Business and Performance
A.1 Business
A.2 Underwriting Performance
A.3 Investment Performance
A.4 Performance of other Activities
A.5 Any Other Information
B. Systems of Governance
B.1 General Information on the System of Governance
B.2 ‘Fit and Proper’ requirements
B.3 Risk Management System including the Own Risk and Solvency Assessment
B.4 Internal Control System
B.5 Internal Audit Function
B.6 Actuarial Function
B.7 Outsourcing
B.8 Any Other Information
C. Risk Profile
C.1 Underwriting Risk
C.2 Market Risk
C.3 Credit Risk
C.4 Liquidity Risk
C.5 Operational Risk
C.6 Other Material Risks
D. Valuation for Solvency Purposes
D.1 Assets
D.2 Technical Provisions
D.3 Other Liabilities
D.4 Alternate Methods for Valuation
D.5 Any Other Information
E. Capital Management
E.1 Own Funds
E.2 Solvency Capital Requirement and Minimum Capital Requirement
E.3 Use of the duration-based equity risk sub-module in the calculation",REQUIRES_REVIEW,GIC_MOTOR,LOW
"Committees of General Insurance Corporation of India as on 7th August 2025
Board Corporate Social Responsibility Committee
1. Shri N. Ramaswamy, Chairman & Managing Director 1. Shri N. Ramaswamy, Chairperson
2. Shri Manoj Ayyappan, Government Nominee Director 2. Ms. Vinita Kumari
3. Shri Tapan Mondal, Government Nominee Director 3. Shri Hitesh Joshi
4. Ms. Vinita Kumari, Independent Director 4. Ms. Jayashri Balkrishna
5. Shri Ashwani Kumar, Independent Director
6. Shri Hitesh Joshi, Executive Director
Nomination and Remuneration Committee
7. Ms. Jayashri Balkrishna, Executive Director
1. Ms. Vinita Kumari, Chairperson
Audit Committee 2. Shri Manoj Ayyappan
3. Shri Ashwani Kumar
1. Shri Ashwani Kumar, Chairperson
2. Ms. Vinita Kumari
Stakeholders’ Relationship Committee
3. Shri Hitesh Joshi
1. Ms. Vinita Kumari, Chairperson
Investment Committee
2. Shri N. Ramaswamy
3. Shri Tapan Mondal
1. Shri N. Ramaswamy, Chairperson
4. Shri Hitesh Joshi
2. Ms. Vinita Kumari
3. Shri Ashwani Kumar
Ethi",REQUIRES_REVIEW,GIC_MOTOR,LOW
"Index
Summary
Branch Manager’s Responsibility Statement
Auditor’s Report
A. Business and Performance
A.1 Business
A.2 Underwriting Performance
A.3 Investment Performance
A.4 Performance of other Activities
A.5 Any Other Information
B. Systems of Governance
B.1 General Information on the System of Governance
B.2 ‘Fit and Proper’ requirements
B.3 Risk Management System including the Own Risk and Solvency Assessment
B.4 Internal Control System
B.5 Internal Audit Function
B.6 Actuarial Function
B.7 Outsourcing
B.8 Any Other Information
C. Risk Profile
C.1 Underwriting Risk
C.2 Market Risk
C.3 Credit Risk
C.4 Liquidity Risk
C.5 Operational Risk
C.6 Other Material Risks
D. Valuation for Solvency Purposes
D.1 Assets
D.2 Technical Provisions
D.3 Other Liabilities
D.4 Alternate Methods for Valuation
D.5 Any Other Information
E. Capital Management
E.1 Own Funds
E.2 Solvency Capital Requirement and Minimum Capital Requirement
E.3 Use of the duration-based equity risk sub-module in the calculation",REQUIRES_REVIEW,GIC_MOTOR,LOW
"INSIDE BRIEFINGS
Symbiotic
relationship
Insider Quarterly speaks to Alice G Vaidyan, GIC
Re’s chairman-cum-managing director, about
the company’s international expansion plans
Picture: Malayala Manorama Daily
O
Insider Quarterly (IQ): placed to capitalise on this as the in life reinsurance as well. Our
How is the General domestic market opens up and liability class of business grew 30
Insurance Corporation of grows further! percent during 2015-16.
India (GIC Re) preparing for The entry of foreign reinsurers Currently our business split
the opening up of the Indian will in fact benefit the Indian between domestic and overseas is
domestic reinsurance market to market in terms of capacity, newer 55/45 and we want to bring it to
international players? products, price realignment and par.
talent/skills infusion – it’s a sort The slowdown in the emerging
Alice G Vaidyan: The Indian of symbiotic relationship. There is markets is also an opportunity
domestic insurance market has ample space fo",REQUIRES_REVIEW,GIC_MOTOR,LOW
"^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm { 1d ^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
1
होने
संदु रेसन
सप�ीक
हीरे
जीवन",REQUIRES_REVIEW,GIC_MOTOR,LOW
"{j{VO …[gV§~a-[Xg§~a, 2024 {j{VO …[gV§~a-[Xg§~a, 2024
{gV§~a-{Xg§~a, 2024
(g§`wŠV A§H )
11
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
{j{VO …[gV§~a-[Xg§~a, 2024 {j{VO …[gV§~a-[Xg§~a, 2024
हहििददंं ीी हहददववसस ससममााररोोिि 22002244 -- ययााददगगाारर पपलल......
2
{j{VO …[gV§~a-[Xg§~a, 2024 {j{VO …[gV§~a-[Xg§~a, 2024
AZwH«$‘{UH$m
ववववषषयय ललखखेे नन पपष्ठष्ठृृ ससंं..
ससंरंरक्षक्षकक
श्श्ीी एएनन.. ररााममस्स्ााममीी
ccmmdd@@ggiiccrree..iinn
ससंपंपााददनन
श्श्ीीममििीी जजययश्श्ीी बबााललककृृष्णष्ण
jjaayyaasshhrriibb@@ggiiccrree..iinn
श्श्ीी ररााजजशशेे खखडडििररेे
rraajjeesshhkk@@ggiiccrree..iinn
श्श्ीीममििीी स्स्ििेे ाा ननााययरर
jjaanneett@@ggiiccrree..iinn
ससश्श्ुु ीी अअपपणणणाणा क्क्ससन्न्ाा
aavvssiinnhhaa@@ggiiccrree..iinn
ससश्श्ुु ीी इइन्न्दिदिरराा
iinnddiirraa@@ggiiccrree..iinn
प्रप्रककााशशनन ससववममवविि
श्श्ीी ससचचििन्द्रन्द्र ससााळळववीी
श्श्ीी ददेेशशररााजज ििढढाारर
श्श्ीी ममननीीषष ववििववााड़ड़ीी
ससंपंपकक्क्क
ससंपंपााददकक
क्क्क्षक्षववििजज
भभााररििीीयय ससााधधााररणण बब",REQUIRES_REVIEW,GIC_MOTOR,LOW
"_mM©, 2024
11
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
ननििगगमम ककेे अअधध्य्यक्षक्ष एएववंं प्रप्रबबंंधध ननििददेेशशकक श्श्रीरी एएिि.. ररााममससववााममरीरी द्द्ाारराा डडॉॉ
एएमम.. पपरीरी.. ततंंननगगररााललाा,, अअननततररररक्तक्त ससननििवव ((ननववत्त्रीरी्य्य ससेेववाा ननववभभाागग)) औऔरर श्श्रीरी
ननििततेेशश जजोोशशरीरी,, ममििााप्रप्रबबंंधधकक ककीी उउपपननससथिथिननतत ममेंें ममााििििरीरी्य्य ननववत्त् ममंंत्त्रीरी
श्श्रीरीममततरीरी ननििमम्म्मललाा ससरीरीततााररममणण ककोो ननददििाांंकक 22 जजििववरररीरी 22002244 ककोो ननववत्त्
ववरर्म्म 22002222--2233 ककेे ननललएए ₹₹11008833..6600 ककररोोड़ड़ ककाा ललााभभाांंशश ििेेकक प्रप्रददाािि
ननकक्य्याा गग्य्याा।।
AZwH«$‘{UH$m
{df¶ boIZ n¥ð> g§.
g§ajH$
श्श्रीरी एएनन.. ररााममसस््ााममरीरी
rraamm@@ggiiccrree..iinn
g§nmXZ
श्श्रीरीममततरीरी जजययश्श्रीरी बबााललककृृषष्ण्ण
jjaayyaasshhrriibb@@ggiiccrree..iinn
श्श्रीरी ररााजजेेशश खखडडततररेे
rraajjeesshhkk@@ggiiccrree..iinn
श्श्रीरीममततरीरी ससननहहेे ाा ननााययरर
jjaanneett@@ggiiccrree..iinn
gwlr AnUm© {gÝhm
a",REQUIRES_REVIEW,GIC_MOTOR,LOW
CIN : L67200MH1972GOI016133 www.gicre.in IRDA Registration No: 112,REQUIRES_REVIEW,GIC_MOTOR,LOW
"OOyZyZ,,
22002222
11
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
~«moH$g© ‘rQ>
AZwH«$‘{UH$m
{df¶ boIZ n¥ð> g§.
g§ajH$
lr‘Vr O¶lr amZS>o
g§nmXZ
lr‘Vr O¶lr ~mbH¥$îU
jayashrib@gicofindia.com
lr Zm‘Xod H$X‘
kadamnd@gicofindia.com
gwlr AnUm© {gÝhm
avsinha@gicofindia.com
lr‘Vr O¶lr S>hmio
jdahale@gicofindia.com
gwlr BpÝXam
indira@gicofindia.com
àH$meZ g{‘{V
lr g{MÝÐ gmidr
lr XoeamO MT>ma
lr ‘Zrf {Vdm‹S>r
g§nH©$
g§nmXH$
{j{VO
^maVr¶ gmYmaU ~r‘m {ZJ‘
amO^mfm {d^mJ,
gwajm, 170, Oo. Q>mQ>m ‘mJ©,
MM©JoQ>, ‘w§~B© - 400 020
‘wIn¥ð>
OOyZyZ,, 2200 2222 dZ, nd©V ¶h Prb gwdZ,
‘Yw d¡^d, Zda§J gw‘Z,
Zrbr Am^m gOr Prb go,
‘hH$m ‘hH$m ¶h ‘Yw~Z ...
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^1mfm {d1^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
n{ÌH$m ‘| àH$m{eV aMZmAm| ‘| aMZmH$mam| Ûmam ¶h A§H$ {ZJ‘ H$s do~gmBQ> www.gicofindia.com na
ì¶º$ {H$E JE {dMmam| go g§nmXZ ‘§S>b ¶m H§$nZr CnbãY h¡. Amn AnZr à{V{H«$¶mE§
H$m gh‘V hmoZm Oê$ar Zht h¡. kshitij@gicofindia.com na ^r ^oO gH$Vo h¢.
{j{VO …OyZ, 20",REQUIRES_REVIEW,GIC_MOTOR,LOW
"{{XXgg§~§~aa,, 22002211
11
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
AZwH«$‘{UH$m
{df¶ boIZ n¥ð> g§.
g§ajH$
· AÜ¶j Ed§ à~§Y {ZXoeH$ H$s H$b‘ go Xodoe lrdmñVd 4
lr‘Vr ‘Yw{bH$m ^mñH$a
· g§nmXH$s¶ AnUm© {gÝhm 5
g§nmXZ
· grEgAma J{V{d{Y¶m§ O¶lr à^y 6-7
lr‘Vr O¶lr ~mbH¥$îU
· H$m{‘©H$ g‘mMma ‘mZd g§gmYZ {d^mJ 8
jayashrib@gicofindia.com
{ZJ‘ ‘| ""AmµOmXr H$m A‘¥V D$fm H$m‘W
·
lr Zm‘Xod H$X‘ 8
‘hmoËgd' à{V¶mo{JVmE§
kadamnd@gicofindia.com
""A‘¥V ‘hmoËgd' nwañH¥$V {dOoVmAm| D$fm H$m‘W
·
gwlr AnUm© {gÝhm 9
H$mo nwañH$ma
avsinha@gicofindia.com
· ^maV Ho$ ‘hmZ ñdVÝÌVm goZmZr AmbmoH$ nQ>ob 10
lr‘Vr O¶lr S>hmio
jdahale@gicofindia.com · ^maV ‘| ‘{hbm ge{º$H$aU AOrV ~mabm 11
gwlr BpÝXam · dm{f©H$ à{VdoXZ H$m gma g{MÝÐ gmidr 12-13
indira@gicofindia.com
· {‘ÌVm ‘oYm nê$iH$a 14-15
àH$meZ g{‘{V
gVH©$Vm OmJê$H$Vm gámh H$m gm¡a^ {ÌdoXr
·
15
Am¶moOZ
lr g{MÝÐ gmidr
lr amOoe bmhoar · gË¶{Zð>m go AmË‘{Z^©aVm XoeamO MT>ma 16-17
lr ‘Zrf {Vdm‹S>r
· AZoH$Vm ‘| EH$Vm ^maVñ¶ {deofVm AZyn",REQUIRES_REVIEW,GIC_MOTOR,LOW
"ppggVV§~§~aa,, 22002211
11
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
amO^mfm g§~§Yr nwañH$ma go Jm¡admpÝdV OrAmBgr ar . . .
(‘w§~B© amO^mfm H$m¶m©Ýd¶Z g{‘{V Ûmam àXÎm)
AZwH«$‘{UH$m
{df¶ boIZ n¥ð> g§.
g§ajH$
AÜ¶j Ed§ à~§Y {ZXoeH$ H$s H$b‘ go Xodoe lrdmñVd 4
·
lr‘Vr ‘Yw{bH$m ^mñH$a
g§nmXH$s¶ AnUm© {gÝhm 5
·
g§nmXZ
lr‘Vr O¶lr ~mbH¥$îU · amO^mfm nwañH$mam| go Jm¡admpÝdV OrAmBgr ar O¶lr S>hmio 6
jayashrib@gicofindia.com
· nXmoÞV ‘hmà~§YH$m| H$mo hm{X©H$ ~YmB© amO^mfm {d^mJ 7
lr Zm‘Xod H$X‘
kadamnd@gicofindia.com
· grEgAma J{V{d{Y¶m§ O¶lr à^y 8
gwlr AnUm© {gÝhm
avsinha@gicofindia.com · AmµOmXr {Xdg g‘mamoh VWm A‘¥V ‘hmoËgd D$fm H$m‘W 11
lr‘Vr O¶lr S>hmio
jdahale@gicofindia.com · {ZJ‘ ‘| {hÝXr nIdm‹S>m O¶lr S>hmio 12
gwlr BpÝXam
· {hÝXr à{V¶mo{JVmAm| Ho$ nwañH$ma - Pb{H$¶m§ amO^mfm {d^mJ 13
indira@gicofindia.com
àH$meZ g{‘{V · {hÝXr à{V¶mo{JVmE§ 14
nwañH¥$V {Z~§Y XoeamO MT>ma 14
lr g{MÝÐ gmidr nwañH¥$V ""Vñdra ~mobVr h¡' AOrV ~mabm 15
lr amOoe bmhoar
nwañH¥$V H",REQUIRES_REVIEW,GIC_MOTOR,LOW
"OOyZyZ,, 22002211
1
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
AZwH«$‘{UH$m
nXmoÞV ‘hmà~§YH$m| H$mo hm{X©H$ ~YmB© . . .
lr‘Vr O¶lr amZS>o h¢. AnZo godmH$mb ‘| {d{dY nXm| na H$m¶©aV ahZo Ho$ Xm¡amZ
CÝhm|Zo ì¶dgm¶ boIm {d^mJ, H$amYmZ VWm {Zdoe {d^mJm|
lr‘Vr O¶lr
H$s {µOå‘oXm[a¶m| H$m dhZ {H$¶m.
amZS>o H$s
{XZm§H$ 28 df© 2006 ‘| à~§YZ {dH$mg g§ñWmZ, Jw‹S>Jm§d ‘| H$m¶©H$mar
OyZ, 2021 H$mo E‘~rE Ho$ H$mog© Ho$ {bE {ZJ‘ Ûmam CZH$m M¶Z {H$¶m
‘hmà~§YH$ Ho$ J¶m. df© 2012 go ‘B© 2016 H$s Ad{Y ‘| CÝh| OrAmBgr
ê$n ‘| nXmoÞ{V ar H$s qgJmnwa pñWV ghm¶H$ H§$nZr, B§{S>¶m B§Q>aZoeZb
hþB©. lr‘Vr BÝí¶moaoÝg àm.{b., ‘| {dÎm {d^mJ Ho$ à‘wI Ho$ ê$n ‘|
O¶lr amZS>o à{V{Z¶w{º$ na V¡ZmV {H$¶m J¶m.
Zo df© 1988
lr‘Vr O¶lr amZS>o ZoeZb BÝí¶moaoÝg EHo$S>o‘r, nwUo
‘| ghm¶H$
H$s {d{µOqQ>J ’o$H$ëQ>r h¢ Am¡a CÝhm|Zo {d{^Þ amï´>r¶ VWm
àemg{ZH$
A§Vam©ï´>r¶ gå‘obZm| ‘| OrAmBgr ar VWm B§{S>¶m B§Q>aZoeZb
A{YH$mar Ho$
BÝí¶moaoÝg H$m à{V{Z{YËd {H$¶m h¡.
ê$n ‘| {ZJ‘ ‘|
àdoe {H$¶m. do dm{UÁ¶ ‘| ñ",REQUIRES_REVIEW,GIC_MOTOR,LOW
"‘‘mmMM©,©, 22002211
11
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
{ZJ‘ ‘| hëXr Hw$‘Hw$‘ g‘mamoh H$s Pb{H$¶m§
AZwH«$‘{UH$m
{df¶ boIZ n¥ð> g§.
g§ajH$
AÜ¶j Ed§ à~§Y {ZXoeH$ H$s H$b‘ go Xodoe lrdmñVd 4
·
lr Eg. {ÌnmR>r
g§nmXZ
g§nmXH$s¶ AnUm© {gÝhm 5
·
gwlr ãbogr {g³doam
blessys@gicofindia.com
^maVr¶ ~r‘m Ho$ joÌ ‘| nwZ~u‘m - ñd{U©‘m AJ«dmb
·
6-9
gwlr AnUm© {gÝhm nwañH ¥$ V aMZm
avsinha@gicofindia.com
lr‘Vr O¶lr S>hmio
gVH©$ ^maV, g‘¥Õ ^maV - nwañH¥$V aMZm AOrV ~mabm 10-11
·
jdahale@gicofindia.com
gwlr BpÝXam
indira@gicofindia.com grEgAma nm°{bgr ‘| g§emoYZ O¶lr à^y 12-13
·
àH$meZ g{‘{V
H${dVmE§ :
·
Bg ~ma H$s hmobr AOrV ~mabm
lr g{MÝÐ gmidr 14
{‘ÌVm AZwamYm nmoI[a¶mb 14
lr amOoe bmhoar
15
{H$gmZ B§{Xam
lr ‘Zrf {Vdm‹S>r 15
gnZm| H$s C‹S>mZ àVrH$ gmañdV
g§nH©$
OrAmBgr b{ZªJ EHo$S>o‘r O¶lr à^y 16-17
·
g§nmXH$
{j{VO
‘§Jbya Ho$ Hw$N> Ym{‘©H$ ñWb gwOmVm H$m§MZ 18-21
^maVr¶ gmYmaU ~r‘m {ZJ‘ ·
amO^mfm {d^mJ,
gwajm, 170, Oo. Q>mQ>m ‘mJ©,
H$WH$br- Ho$ab H$m emór¶ Z¥Ë¶",REQUIRES_REVIEW,GIC_MOTOR,LOW
"[[XXgg§~§~aa,, 22002200
1
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
grEgAma J{V{d{Y
ZoV¥Ëd : ‘hmamï´> Ho$ JdZ©a, lr ^JVqgh H$moí¶mar, {ZJ‘ Ho$ {ZXoeH$ Ed§ ‘hmà~§YH$,
lr XrnH$ àgmX VWm ghm¶H$ ‘hmà~§YH$, lr Zm‘Xod H$X‘
AZwH«$‘{UH$m
{df¶ boIZ n¥ð> g§.
g§ajH$
AÜ¶j Ed§ à~§Y {ZXoeH$ H$s H$b‘ go Xodoe lrdmñVd 4
·
lr Eg. {ÌnmR>r
g§nmXH$s¶ AnUm© {gÝhm 5
·
g§nmXZ
‘hmà~§YH$, lr XrnH$ àgmX H$mo {ZXoeH$
·
amO^mfm {d^mJ 6
gwlr ãbogr {g³doam
Ho$ ê$n ‘| nXmoÞ{V Ho$ {bE hm{X©H$ ~YmB©
blessys@gicofindia.com
· 48 dt dm{f©H$ Am‘ ~¡R>H$ {Zem ‘oKamOmZr 6
gwlr AnUm© {gÝhm
avsinha@gicofindia.com
· ñdÀN> ^maV - ñdÀN>Vm nIdm‹S>m - 2020 D$fm H$m‘W 7
lr‘Vr O¶lr S>hmio
jdahale@gicofindia.com {ZJ‘ H$s grEgAma J{V{d{Y¶m§ O¶lr à^y 8-9
·
gwlr BpÝXam
nwéñH¥$V aMZmE§ :
·
indira@gicofindia.com
Vñdra ~mobVr h¡ à{V¶mo{JVm ‘Zrf {Vdmar 10-11
{Z~§Y boIZ à{V¶mo{JVm XoeamO M‹T>ma
àH$meZ g{‘{V
· H$m{‘©H$ g‘mMma ‘mZd g§gmYZ {d^mJ 12
lr g{MÝÐ gmidr
lr amOoe bmhoar · H$mo{dS>-19 Ho$ gH$mamË‘H$ n[adV",REQUIRES_REVIEW,GIC_MOTOR,LOW
"ppggVV§~§~aa,, 22002200
1
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
amO^mfm nwañH$mam| go Jm¡admpÝdV OrAmBgr ar
AZwH«$‘{UH$m
{df¶ boIZ n¥ð> g§.
g§ajH$
lr Eg. {ÌnmR>r
g§nmXZ
gwlr ãbogr {g³doam
blessys@gicofindia.com
gwlr AnUm© {gÝhm
avsinha@gicofindia.com
lr‘Vr O¶lr S>hmio
jdahale@gicofindia.com
gwlr BpÝXam
indira @gicofindia.com
àH$meZ g{‘{V
lr g{MÝÐ gmidr
lr amOoe bmhoar
lr ‘Zrf {Vdmar
g§nH©$
g§nmXH$
{j{VO
^maVr¶ gmYmaU ~r‘m {ZJ‘
amO^mfm {d^mJ,
gwajm, 170, Oo. Q>mQ>m ‘mJ©,
MM©JoQ>, ‘w§~B© - 400 020
‘wIn¥ð>
ppggVV§~§~aa,, 22002200 Zrb JJZ h¡ gãµO Yam,
‘Z H$m Am§JZ ^am-^am,
nd©V Ho$ CÎmw§J {eIa,
^maV gOVm Iam-Iam ...
^maVr¶ gmYmaU ~r‘m {ZJ‘, amO^mfm {d^mJ, gwajm, MM©JoQ>, ‘w§~B©© - 400 020.
n{ÌH$m ‘| àH$m{eV aMZmAm| ‘| aMZmH$mam| Ûmam ì¶º$ ¶h A§H$ {ZJ‘ H$s do~gmBQ> www.gicofindia.com na
{H$E JE {dMmam| go g§nmXZ ‘§S>b ¶m H§$nZr H$m gh‘V CnbãY h¡. Amn AnZr à{V{H«$¶mE§
hmoZm Oê$ar Zht h¡. kshitij@gicofindia.com na ^r ^oO gH$Vo h¢.
{j{VO …{gV§~a, 2020 {j{VO",REQUIRES_REVIEW,GIC_MOTOR,LOW
